DATE,VISIBILITY,DRYBULBTEMPF,WETBULBTEMPF,DewPointTempF,RelativeHumidity,WindSpeed,WindDirection,StationPressure,SeaLevelPressure,Precip
03-01-2010 09:00,8.381575248,27,71,47,50,3.308545385,235,29.77,,
03-01-2010 10:00,9.662526863,45,32,58,,26.22538945,93,30.18,29.97,0.22
03-01-2010 11:00,10.95109025,63,75,60,52,8.121394968,,29.71,29.84,0.16
03-01-2010 12:00,8.041651524,69,34,6,70,8.867361032,299,29.8,30.06,0.06
03-01-2010 13:00,8.628682047,46,15,54,82,12.63002335,110,29.87,29.98,0.09
03-01-2010 14:00,6.787330052,,35,34,8,4.315338345,262,29.86,30.16,0.01
03-01-2010 15:00,6.607586752,6,65,66,7,11.09196278,297,29.72,29.65,0.01
03-01-2010 16:00,10.62505164,73,75,-6,7,14.42053847,61,29.84,30.01,0.02
03-01-2010 17:00,11.71248006,78,55,31,79,9.280145905,228,29.52,29.91,0.19
03-01-2010 18:00,8.855979757,30,16,10,73,7.676294361,238,30.03,29.87,0.19
03-01-2010 19:00,11.0070658,92,19,69,97,5.666770496,257,29.88,30.3,0.03
03-01-2010 20:00,9.72327205,80,84,-14,32,15.72970211,213,29.62,29.89,0.02
03-01-2010 21:00,7.709760491,50,83,-8,27,3.15022169,76,29.79,29.56,0.04
03-01-2010 22:00,,28,7,33,34,17.8846516,45,29.47,30.11,0.23
03-01-2010 23:00,12.07607313,,17,-8,66,9.88712315,243,29.67,30.21,0.11
04-01-2010 00:00,8.928347922,89,17,-1,91,4.806609167,37,29.56,30.09,0.18
04-01-2010 01:00,12.12928731,75,17,77,55,14.20379295,94,30.36,29.61,0.01
04-01-2010 02:00,3.760509792,24,1,-11,45,12.54075281,140,29.96,29.99,0.04
04-01-2010 03:00,10.64380501,60,75,31,90,12.07856893,59,29.91,29.82,0.04
04-01-2010 04:00,9.174094136,40,71,16,68,13.52015902,54,29.72,30.3,0.04
04-01-2010 05:00,8.401985299,68,50,31,47,10.80985566,106,29.96,29.92,0.09
04-01-2010 06:00,9.183521553,3,9,6,80,12.29384959,286,29.94,30.07,0.1
04-01-2010 07:00,5.024862171,104,74,13,95,16.80365077,352,30.06,30.05,0.1
04-01-2010 08:00,8.560656224,56,13,79,62,11.01263998,212,29.81,30.17,0
04-01-2010 09:00,9.714225143,30,25,,63,14.09830764,85,29.78,30.3,0.06
04-01-2010 10:00,11.95578809,2,46,-5,44,0.997959789,181,29.78,29.98,0
04-01-2010 11:00,7.963459563,66,29,38,50,11.62137523,180,29.85,29.77,0.26
04-01-2010 12:00,7.383012794,89,55,0,66,22.61424115,164,29.93,30.32,0.15
04-01-2010 13:00,7.996485913,49,41,-5,53,1.066201916,95,30.16,29.9,0.06
04-01-2010 14:00,10.83080424,16,3,60,83,20.00199242,2,30.15,30.13,0.01
04-01-2010 15:00,9.657502219,59,10,58,27,13.60524565,204,29.86,29.92,0.07
04-01-2010 16:00,7.940479592,73,23,-8,48,1.51409611,241,30.4,29.98,0.31
04-01-2010 17:00,10.02653487,65,85,12,48,10.20224005,297,30,29.7,0.01
04-01-2010 18:00,9.194155099,87,66,33,23,12.01086944,182,30.02,29.97,0.03
04-01-2010 19:00,10.93728998,74,36,48,48,14.55652807,165,30.07,30.09,0.09
04-01-2010 20:00,7.595893812,23,1,6,15,7.823396507,151,30.16,29.82,0.03
04-01-2010 21:00,8.344675707,98,11,31,64,13.48117967,341,30.1,30.25,0.12
04-01-2010 22:00,8.215783694,86,20,44,42,16.92631301,265,29.79,30.31,0.08
04-01-2010 23:00,6.072970104,31,68,23,7,14.43237781,139,29.83,30.02,0.09
05-01-2010 00:00,9.592240554,86,70,9,20,15.96597112,243,29.64,30.08,0.15
05-01-2010 01:00,9.522110544,97,63,2,100,7.772251243,302,30.02,30.07,0.14
05-01-2010 02:00,9.010226913,104,67,58,13,13.42663752,237,30.09,29.91,0.06
05-01-2010 03:00,8.530825733,18,42,79,,21.49888934,210,30.11,29.86,0.03
05-01-2010 04:00,6.169258516,65,53,62,42,4.600424722,338,29.96,29.84,0.15
05-01-2010 05:00,8.158709354,59,61,73,73,12.11016607,116,30.03,29.76,0.05
05-01-2010 06:00,8.314570967,65,85,-5,69,4.42484557,9,29.57,29.88,0.06
05-01-2010 07:00,7.395445462,14,72,34,39,16.27354479,70,29.82,30.2,0.13
05-01-2010 08:00,8.677428577,84,89,-3,39,0.115772148,118,29.8,29.9,0.17
05-01-2010 09:00,9.808101714,34,11,69,,7.160345575,118,30.19,30.11,0.21
05-01-2010 10:00,12.7723718,68,0,-4,89,21.53472063,126,29.97,30.1,
05-01-2010 11:00,9.349155626,26,71,54,52,7.527017159,259,29.96,30.02,0.29
05-01-2010 12:00,9.515100781,87,32,31,12,9.694872007,227,29.63,30.06,0.04
05-01-2010 13:00,8.851108168,6,63,24,31,16.23232257,85,29.65,29.76,0.01
05-01-2010 14:00,5.162457569,5,67,35,13,9.306858957,265,29.86,30.02,0.08
05-01-2010 15:00,8.946972249,32,13,72,96,0.161684372,214,30.06,29.88,0.04
05-01-2010 16:00,9.12046042,57,13,33,34,4.648774731,239,29.73,30.24,0
05-01-2010 17:00,13.92648422,48,8,-12,18,16.59057835,331,30.19,30.09,0.18
05-01-2010 18:00,8.61527807,16,72,-4,27,17.35730441,248,29.75,30.16,0.06
05-01-2010 19:00,9.603094685,41,25,6,33,0.035880112,56,30.01,29.97,0.15
05-01-2010 20:00,,93,48,16,30,5.252540547,164,29.77,29.85,0.09
05-01-2010 21:00,6.662643925,71,16,1,90,6.638428671,337,30.15,,0.09
05-01-2010 22:00,11.28564563,39,67,51,19,8.096382454,195,30.29,29.69,0.08
05-01-2010 23:00,10.50386607,45,59,46,77,5.355482193,238,30.03,29.82,0.11
06-01-2010 00:00,10.58206389,70,2,17,94,10.52955987,278,29.78,29.72,0.04
06-01-2010 01:00,7.18122509,69,24,78,85,7.134975654,69,29.73,29.95,0.05
06-01-2010 02:00,11.80558862,67,20,75,77,7.857322761,262,29.76,30.17,0.06
06-01-2010 03:00,6.196297874,0,11,51,71,4.336116402,18,29.81,29.94,0.11
06-01-2010 04:00,10.17371419,78,53,23,20,13.91879031,237,29.79,29.78,0.04
06-01-2010 05:00,13.38091125,94,0,70,17,3.06413354,239,30.16,30.11,0.1
06-01-2010 06:00,7.01892735,88,0,75,94,11.90870841,341,29.93,29.65,0.03
06-01-2010 07:00,7.867404541,96,44,15,85,15.01652271,334,30.01,29.76,0.09
06-01-2010 08:00,9.19930273,51,45,77,100,19.95466285,314,29.65,30.06,0.02
06-01-2010 09:00,7.993048692,34,47,4,28,12.5024419,69,29.83,30.22,0.01
06-01-2010 10:00,5.898673138,68,6,74,66,11.13101921,197,30.03,29.96,0.03
06-01-2010 11:00,9.13712595,4,9,21,61,1.548255381,261,29.81,29.63,0.02
06-01-2010 12:00,6.875392573,99,14,-8,40,17.36366232,331,29.97,30.02,0.04
06-01-2010 13:00,9.947184861,16,39,35,64,10.71475938,193,29.82,30.38,0.16
06-01-2010 14:00,7.161151532,52,10,58,90,11.54675585,131,30.14,30.2,0.12
06-01-2010 15:00,12.09986881,51,55,30,77,11.97711881,69,29.9,29.89,0.01
06-01-2010 16:00,7.433493415,13,45,29,26,10.57124684,254,29.78,29.94,0.11
06-01-2010 17:00,8.355876968,28,44,56,88,10.03951172,,29.96,30.11,0.19
06-01-2010 18:00,10.62703443,7,86,31,7,8.177151794,233,29.96,30.1,0.15
06-01-2010 19:00,6.538271367,97,12,12,40,13.63495962,356,30.09,29.66,0.03
06-01-2010 20:00,9.454919869,103,26,74,86,2.49857101,229,29.66,30.02,0.01
06-01-2010 21:00,11.61428551,0,80,4,40,2.391714289,141,29.72,30.27,0.1
06-01-2010 22:00,5.785033531,,49,37,14,5.764360821,110,29.95,29.97,0.01
06-01-2010 23:00,9.369267717,35,60,19,25,16.24355859,82,29.79,29.94,0.28
07-01-2010 00:00,9.519765588,50,12,66,93,12.22633724,242,29.93,30.35,0.23
07-01-2010 01:00,10.56364574,36,11,17,53,6.826794779,6,29.95,30,0.02
07-01-2010 02:00,6.526098578,92,28,-18,13,5.997006608,60,29.72,30.15,0.05
07-01-2010 03:00,6.359086774,68,84,-5,95,9.602895194,327,29.96,30.16,0.01
07-01-2010 04:00,10.04388313,52,83,-19,83,12.00135583,212,29.79,30.05,0.21
07-01-2010 05:00,9.593969346,95,19,2,56,16.80446839,182,29.58,29.84,0.01
07-01-2010 06:00,9.500985701,51,,77,100,20.26399342,354,29.9,29.65,0.14
07-01-2010 07:00,9.692896419,87,7,9,52,9.370536623,238,29.82,29.86,0.03
07-01-2010 08:00,7.639950557,82,23,-11,64,21.01054867,52,29.77,29.91,0.12
07-01-2010 09:00,9.464507394,11,74,44,54,10.39820155,219,29.92,30.21,0.14
07-01-2010 10:00,9.586144947,51,38,1,43,11.51167342,82,30,30.11,0.19
07-01-2010 11:00,7.571297164,0,32,31,20,14.8938533,171,29.79,29.82,0.08
07-01-2010 12:00,12.73154902,6,41,35,32,15.61931326,27,30.07,29.92,0.1
07-01-2010 13:00,9.947665842,16,14,12,10,17.87700821,301,29.71,29.85,0.06
07-01-2010 14:00,6.617393006,97,67,68,65,3.571320176,176,29.79,29.78,0.07
07-01-2010 15:00,10.31310722,42,64,65,10,10.61106082,154,30.2,29.97,0.14
07-01-2010 16:00,7.05063666,70,31,59,70,16.27563439,248,29.74,30.18,0.08
07-01-2010 17:00,10.57416921,16,10,9,44,4.659869783,206,29.9,29.73,0.02
07-01-2010 18:00,11.31719116,,36,61,75,0.639875375,,29.75,30.24,0.03
07-01-2010 19:00,7.358635363,2,18,3,95,2.569025393,166,30.19,,0.02
07-01-2010 20:00,10.92675226,28,50,-16,66,9.391602094,213,29.73,30.03,0.17
07-01-2010 21:00,9.825561854,21,33,32,,20.1081332,83,,29.95,0.05
07-01-2010 22:00,10.64412032,37,70,80,84,2.45758697,26,30.12,30.02,0.07
07-01-2010 23:00,12.79358597,53,59,34,51,4.17102871,34,29.98,29.99,0.05
08-01-2010 00:00,8.509223768,92,83,2,13,7.483458386,302,30.07,30.02,
08-01-2010 01:00,7.492527671,49,52,70,56,5.033286435,307,30.29,29.89,0.04
08-01-2010 02:00,7.220971141,68,11,55,19,,68,29.79,30.13,0.02
08-01-2010 03:00,7.36837943,29,61,-11,38,0.19318272,193,29.93,29.58,
08-01-2010 04:00,8.845796581,22,65,77,24,7.359008807,296,29.9,30.16,0.03
08-01-2010 05:00,9.68230395,84,85,12,82,19.80087143,49,29.74,30.11,0.02
08-01-2010 06:00,9.553381599,89,47,59,64,12.77391261,44,29.82,30.1,0.11
08-01-2010 07:00,10.6543665,46,39,72,62,15.88148379,275,29.96,30.08,0.02
08-01-2010 08:00,9.026003784,20,23,41,79,6.975867237,119,30.35,30.06,0.07
08-01-2010 09:00,11.90706815,19,49,61,98,5.787313165,291,29.69,30.15,0.13
08-01-2010 10:00,8.470686334,22,67,6,71,12.60710844,199,29.9,30.08,0.24
08-01-2010 11:00,14,67,87,-14,6,10.41946882,90,29.83,29.93,0.25
08-01-2010 12:00,10.2513347,20,42,79,54,9.722158886,325,30.01,29.87,0.19
08-01-2010 13:00,7.285684887,20,16,6,18,18.38642583,151,30.02,29.99,0.04
08-01-2010 14:00,6.858215004,0,82,53,60,5.974162496,163,29.64,30.28,0.04
08-01-2010 15:00,9.96494483,14,54,-11,97,5.283021813,132,29.93,30.16,0
08-01-2010 16:00,8.553074429,16,33,54,73,14.25797148,211,29.48,30.1,0.05
08-01-2010 17:00,10.42800099,50,69,36,48,13.58511448,180,30.13,29.38,0.03
08-01-2010 18:00,9.946475249,62,59,9,50,4.77967352,255,29.56,29.68,0.05
08-01-2010 19:00,8.854342175,13,50,,10,10.39516689,360,29.72,30.07,0.02
08-01-2010 20:00,7.306412564,58,76,8,12,1.032454668,97,29.99,30.24,0.09
08-01-2010 21:00,5.970305551,82,72,-7,43,11.4900814,358,29.77,29.9,
08-01-2010 22:00,8.106970096,49,34,56,97,7.658599532,123,29.97,30.01,0
08-01-2010 23:00,10.71279759,33,33,62,48,8.770528635,177,30.26,29.91,0.08
09-01-2010 00:00,9.428187488,5,15,4,31,4.300341875,329,30.11,29.77,0.13
09-01-2010 01:00,6.508522443,48,81,-11,20,15.97384127,240,29.8,29.91,0.08
09-01-2010 02:00,9.346361852,5,17,58,95,11.3117616,,29.85,30.03,0.04
09-01-2010 03:00,9.770634759,68,37,71,43,14.96818354,,29.66,30.34,0.07
09-01-2010 04:00,7.232285128,6,42,83,5,9.475680788,319,30.11,29.97,0.25
09-01-2010 05:00,9.307450212,96,31,28,55,15.94864795,300,30,30,0.03
09-01-2010 06:00,9.116417437,76,6,17,67,0.66025419,,29.73,30.29,0.08
09-01-2010 07:00,6.714059404,50,86,50,,10.02909494,356,29.96,30.12,0.11
09-01-2010 08:00,9.715574721,0,86,-7,54,15.97550163,340,29.59,30.12,0.03
09-01-2010 09:00,10.12156905,12,45,9,58,0.094878118,154,29.97,30.13,0.03
09-01-2010 10:00,11.16610249,42,60,19,31,10.64624647,247,30.16,29.91,0.07
09-01-2010 11:00,11.1076041,26,17,-9,85,12.88570625,192,30.04,30.01,0.06
09-01-2010 12:00,,70,70,71,83,8.077795815,72,29.96,30.09,0.02
09-01-2010 13:00,7.12434992,2,39,-7,90,14.97271,258,30.11,29.91,0.11
09-01-2010 14:00,10.03007053,57,87,-20,23,15.02334242,314,29.81,29.97,0.2
09-01-2010 15:00,10.0275719,,77,47,32,69.09234287,229,29.47,29.96,0.14
09-01-2010 16:00,10.03009537,96,49,28,,8.065947496,99,30.18,29.76,0
09-01-2010 17:00,14,103,4,-3,68,41.92722227,225,30.08,30.28,0.15
09-01-2010 18:00,10.14178102,16,53,15,43,11.58827444,29,29.97,29.92,0.23
09-01-2010 19:00,11.27113128,44,85,43,53,11.01245995,222,29.92,29.87,0.2
09-01-2010 20:00,10.90800353,77,57,75,63,10.01167124,221,30.07,30.07,0.23
09-01-2010 21:00,10.3027825,100,21,7,24,10.5033584,15,30.07,30.32,0.02
09-01-2010 22:00,8.369461511,57,73,71,65,5.714024975,284,29.87,29.88,0.18
09-01-2010 23:00,10.51793844,55,89,81,13,2.855676799,205,30.16,29.99,0
10-01-2010 00:00,7.454349571,53,78,11,27,12.22100373,215,30.06,29.4,0.09
10-01-2010 01:00,8.526362787,86,,51,11,90.09352899,99,29.78,30.38,0.08
10-01-2010 02:00,8.029272904,87,48,4,35,4.844508881,23,30.36,29.87,0.06
10-01-2010 03:00,9.163748279,28,0,26,64,6.374870265,262,29.75,29.43,0.04
10-01-2010 04:00,13.62931713,101,77,-1,65,14.59271904,100,29.51,30.21,0.11
10-01-2010 05:00,5.265469615,53,,12,79,14.30723345,45,29.64,29.74,0.07
10-01-2010 06:00,10.37252038,26,27,9,85,13.31472986,239,30.14,29.72,0.01
10-01-2010 07:00,5.774568258,101,34,16,30,9.793646905,303,30.15,29.77,0.16
10-01-2010 08:00,8.056136268,103,59,59,86,6.589814364,101,29.71,29.88,0.06
10-01-2010 09:00,11.17790119,44,61,32,58,16.61141971,152,29.78,30.32,0.05
10-01-2010 10:00,9.128560038,86,86,68,35,8.383017176,42,29.78,29.71,0.03
10-01-2010 11:00,6.844510444,30,45,81,45,11.35296868,54,30.07,30.15,0.06
10-01-2010 12:00,7.569392581,35,82,53,32,5.747285959,320,29.67,29.84,0.01
10-01-2010 13:00,10.3591955,80,81,48,94,8.80872713,155,30.1,29.87,0.08
10-01-2010 14:00,7.539266737,60,78,-13,10,3.332441209,296,29.94,29.92,0.03
10-01-2010 15:00,9.432917179,36,60,76,38,6.856242004,33,29.79,29.97,0.11
10-01-2010 16:00,9.09114368,66,64,80,96,2.382058818,314,29.81,30.06,0.18
10-01-2010 17:00,7.696799305,35,88,-20,13,11.08616902,237,29.85,29.65,0.22
10-01-2010 18:00,13.28788818,4,25,74,97,7.02121201,179,29.86,30.46,0.12
10-01-2010 19:00,10.26783804,45,34,-14,16,8.49177335,318,29.76,29.99,0.13
10-01-2010 20:00,4.949714827,78,56,41,20,20.65178549,153,30.32,29.74,0.09
10-01-2010 21:00,9.37290863,51,78,66,75,4.893062437,204,30.02,,0
10-01-2010 22:00,7.67642707,48,62,37,35,10.60956582,267,30.08,29.96,0.03
10-01-2010 23:00,10.70486667,5,3,67,37,11.09694317,21,29.93,29.95,0.04
11-01-2010 00:00,7.414958523,9,78,57,11,5.250922975,311,29.96,30.17,0.15
11-01-2010 01:00,8.770527117,95,41,66,7,15.5174017,5,29.84,29.6,0.14
11-01-2010 02:00,10.00997456,22,44,52,24,18.23164413,35,30.13,30.13,0.17
11-01-2010 03:00,10.73151039,16,38,-13,9,15.99739339,125,29.92,30.03,0.02
11-01-2010 04:00,6.599407186,83,64,,71,5.230792944,228,29.77,29.87,0.04
11-01-2010 05:00,8.330997528,43,21,-13,42,6.485846107,186,29.37,29.93,0.17
11-01-2010 06:00,8.050109378,40,10,-18,83,0.134274586,58,29.73,29.85,0.05
11-01-2010 07:00,7.693341535,14,36,37,60,9.091490239,67,29.87,30.01,0.18
11-01-2010 08:00,12.53090848,43,89,11,27,9.449247314,307,29.91,30.04,0.02
11-01-2010 09:00,9.809963422,57,50,47,6,13.89724007,119,29.67,29.75,0.18
11-01-2010 10:00,6.478232091,85,57,28,25,18.81668495,332,29.47,29.83,0
11-01-2010 11:00,10.83572389,49,76,17,82,3.705945797,335,30.34,29.59,0.13
11-01-2010 12:00,13.24431239,51,6,-19,18,10.69228519,345,29.9,29.76,0.09
11-01-2010 13:00,11.06493052,69,7,-12,66,8.870467876,352,29.84,29.82,0.05
11-01-2010 14:00,5.961260068,67,50,,15,9.243087161,244,29.94,29.53,0.18
11-01-2010 15:00,8.031531854,62,22,44,8,17.82140685,67,29.69,30.07,0.01
11-01-2010 16:00,11.5338223,57,89,28,51,10.47857104,153,30.12,30.14,0.13
11-01-2010 17:00,7.584661069,22,8,54,98,12.74875573,328,29.8,30.46,0.02
11-01-2010 18:00,9.887638856,43,45,8,24,12.36996064,296,29.76,30.07,0.18
11-01-2010 19:00,10.54926811,82,37,69,56,11.09039286,202,29.78,29.82,0
11-01-2010 20:00,7.146139057,94,12,70,20,6.164585614,132,29.77,29.99,0.01
11-01-2010 21:00,8.880949288,43,6,81,49,19.35845624,115,29.67,30.08,0.11
11-01-2010 22:00,2.51746532,51,10,8,12,9.829962371,92,29.99,30.07,0.22
11-01-2010 23:00,6.951224717,66,73,12,66,12.65563724,101,30.02,29.79,0.24
12-01-2010 00:00,8.494863697,27,49,7,88,11.26904569,359,29.64,30.27,0.21
12-01-2010 01:00,6.504433636,66,66,74,25,0.557994586,347,29.85,30.13,0.1
12-01-2010 02:00,12.26482261,77,40,62,68,4.789201466,274,29.93,30.2,0.08
12-01-2010 03:00,6.139717244,17,28,5,34,10.56987053,117,29.8,30.23,0.05
12-01-2010 04:00,8.119911027,26,36,8,40,5.752215758,64,30.06,30.16,0.12
12-01-2010 05:00,9.261481155,50,55,-10,9,12.01514623,68,30.21,30.11,0.12
12-01-2010 06:00,11.88254658,59,79,84,89,5.44917492,214,29.99,30.09,0.02
12-01-2010 07:00,6.128275698,73,15,75,42,10.08451845,308,29.9,30.03,0.01
12-01-2010 08:00,11.3263275,48,43,64,91,1.462580614,146,29.75,29.96,0.05
12-01-2010 09:00,,14,49,81,23,14.17954887,65,29.61,30.03,0.18
12-01-2010 10:00,7.036982698,82,70,13,78,12.25494167,175,29.74,29.82,0.04
12-01-2010 11:00,9.924206949,72,78,83,31,12.48833463,65,30.05,30.17,0.22
12-01-2010 12:00,9.398119391,67,5,65,17,9.546631507,200,29.7,29.9,0.08
12-01-2010 13:00,7.799566246,14,17,27,13,6.514439315,17,30.15,29.89,0.22
12-01-2010 14:00,9.13960417,50,18,6,21,17.88977813,,29.82,30.01,0.14
12-01-2010 15:00,8.229372806,47,50,51,99,183.3245884,294,29.67,30.02,0.12
12-01-2010 16:00,9.227034691,71,65,19,48,9.642835056,126,29.94,30.02,0.03
12-01-2010 17:00,10.32426135,0,2,10,49,7.143240116,200,29.73,30.16,0.1
12-01-2010 18:00,12.17203363,6,88,44,92,,50,30.07,30.26,0.09
12-01-2010 19:00,6.524369002,52,53,18,46,11.12579847,126,29.74,29.84,0.05
12-01-2010 20:00,13.26606675,30,48,77,55,6.657557601,150,29.49,29.95,0.02
12-01-2010 21:00,5.095824401,17,27,3,87,7.601878577,,29.79,29.95,0.11
12-01-2010 22:00,8.69642981,11,37,71,62,14.82006176,187,29.58,30,0.13
12-01-2010 23:00,10.17663441,47,27,47,62,5.18823835,229,30.06,30.03,0.04
13-01-2010 00:00,9.561983735,29,31,61,34,19.59421211,97,30.11,29.81,0.1
13-01-2010 01:00,7.75460096,96,40,72,9,4.914736026,180,29.78,30.13,0.2
13-01-2010 02:00,8.583755499,6,35,2,12,0.234755783,333,30.21,30.05,0.07
13-01-2010 03:00,8.013998131,91,35,80,41,6.70963967,204,29.73,29.87,0.16
13-01-2010 04:00,7.821270486,2,86,40,51,11.78393572,303,29.84,30.09,0.22
13-01-2010 05:00,10.69920419,62,,6,93,10.68308218,81,29.68,29.91,0.05
13-01-2010 06:00,9.714030972,5,9,-5,49,10.91501154,32,29.56,30.01,0.06
13-01-2010 07:00,7.614180809,94,69,24,9,8.614686599,237,29.97,29.85,0.01
13-01-2010 08:00,10.79919975,,,6,67,7.494419083,80,30.2,30.15,0.34
13-01-2010 09:00,9.614599042,14,78,52,90,3.802264388,354,29.81,,0.11
13-01-2010 10:00,10.62572424,70,62,-16,51,10.64734877,1,29.9,30.06,0.07
13-01-2010 11:00,10.25925768,42,21,38,29,15.28380307,331,29.65,30.11,
13-01-2010 12:00,7.342009978,93,19,51,54,10.07078248,89,29.78,30.16,0.05
13-01-2010 13:00,7.87963792,90,32,61,97,6.196023791,125,29.59,30.2,0.04
13-01-2010 14:00,10.49458721,80,14,14,49,10.72979596,20,30.2,30.16,0.02
13-01-2010 15:00,10.22074053,17,6,49,34,17.3190854,4,29.66,30.05,0.13
13-01-2010 16:00,8.958196812,21,87,66,52,8.9798813,283,29.9,30.04,0.17
13-01-2010 17:00,9.234654767,60,89,25,55,3.816973003,342,30.22,29.84,0.06
13-01-2010 18:00,11.55532979,60,49,69,98,11.09907657,303,29.92,30.15,0.22
13-01-2010 19:00,7.816857222,52,9,35,59,12.94801701,351,29.88,29.69,0.21
13-01-2010 20:00,10.09419476,25,78,,59,14.33610348,196,29.96,30.15,0.07
13-01-2010 21:00,8.595614695,90,36,3,50,,253,29.64,29.85,0.29
